global_step,q,group_id,role,uid,data_source,k,group_success_rate,cost_all_mean,cost_correct_mean,cost_gap_correct,queries_all_mean,tokens_all_mean,turns_all_mean,call_index
78,0,85:102521,mixed,102521,hotpotqa,1,0.125,1.0,1.0,0.0,1.875,1046.75,2.0,85
78,0,85:166436,mixed,166436,hotpotqa,3,0.375,3.625,3.0,0.0,3.75,1896.125,4.625,85
78,0,85:98863,mixed,98863,hotpotqa,6,0.75,4.5,3.6666666666666665,4.0,5.5,3246.0,5.5,85
79,0,86:167265,mixed,167265,hotpotqa,1,0.125,3.0,3.0,0.0,3.0,1973.875,4.0,86
79,0,86:76214,mixed,76214,nq,1,0.125,1.0,1.0,0.0,2.0,1258.75,2.0,86
79,0,87:145288,mixed,145288,hotpotqa,5,0.625,3.875,4.0,0.0,3.875,2636.625,4.875,87
79,0,88:133649,mixed,133649,hotpotqa,1,0.125,2.0,2.0,0.0,2.0,1378.5,3.0,88
79,0,88:7462,mixed,7462,nq,5,0.625,2.625,2.4,1.0,2.625,1655.625,3.625,88
79,0,88:36279,mixed,36279,nq,1,0.125,2.125,3.0,0.0,2.125,1463.75,3.125,88
79,0,88:95756,mixed,95756,hotpotqa,7,0.875,2.0,2.0,0.0,3.0,1818.5,3.0,88
79,0,89:32042,mixed,32042,nq,2,0.25,1.0,1.0,0.0,2.0,1281.25,2.0,89
79,0,90:47028,mixed,47028,nq,5,0.625,3.0,3.0,0.0,4.0,2499.75,4.0,90
79,0,90:91379,mixed,91379,hotpotqa,6,0.75,1.0,1.0,0.0,2.0,1315.75,2.0,90
79,0,90:67684,mixed,67684,nq,7,0.875,1.125,1.0,0.0,1.125,907.75,2.125,90
79,0,90:106577,mixed,106577,hotpotqa,6,0.75,2.0,2.0,0.0,2.0,1380.5,3.0,90
79,0,90:105013,mixed,105013,hotpotqa,6,0.75,1.0,1.0,0.0,2.0,1246.0,2.0,90
79,0,90:31865,mixed,31865,nq,3,0.375,1.0,1.0,0.0,1.0,678.25,2.0,90
79,0,91:80372,mixed,80372,hotpotqa,4,0.5,1.0,1.0,0.0,2.0,1300.5,2.0,91
79,0,91:156681,mixed,156681,hotpotqa,3,0.375,1.375,2.0,0.0,2.375,1826.125,2.375,91
79,0,91:143616,mixed,143616,hotpotqa,3,0.375,2.375,3.0,0.0,2.375,1500.375,3.375,91
79,0,91:33552,mixed,33552,nq,5,0.625,2.625,3.0,0.0,2.625,1670.75,3.625,91
79,0,92:52777,mixed,52777,nq,4,0.5,1.0,1.0,0.0,2.0,1213.5,2.0,92
79,0,92:132611,mixed,132611,hotpotqa,3,0.375,2.0,2.0,0.0,4.0,2521.375,3.0,92
79,0,92:124976,mixed,124976,hotpotqa,5,0.625,1.125,1.2,1.0,3.25,2022.25,2.125,92
79,0,92:108383,mixed,108383,hotpotqa,1,0.125,2.0,2.0,0.0,2.0,1152.375,3.0,92
79,0,92:129117,mixed,129117,hotpotqa,5,0.625,1.625,2.0,0.0,2.625,1695.0,2.625,92
79,0,93:10578,mixed,10578,nq,1,0.125,3.0,3.0,0.0,3.0,1855.625,4.0,93
79,0,93:108043,mixed,108043,hotpotqa,1,0.125,2.0,2.0,0.0,2.0,1382.125,3.0,93
79,0,93:153787,mixed,153787,hotpotqa,2,0.25,1.0,1.0,0.0,2.0,1427.5,2.0,93
79,0,93:39137,mixed,39137,nq,6,0.75,2.375,2.5,1.0,2.375,1728.875,3.375,93
79,0,94:113394,mixed,113394,hotpotqa,4,0.5,2.0,2.0,0.0,3.0,1903.375,3.0,94
79,0,94:141369,mixed,141369,hotpotqa,7,0.875,1.25,1.0,0.0,2.125,1289.625,2.25,94
79,0,94:130606,mixed,130606,hotpotqa,7,0.875,2.0,2.0,0.0,2.0,1376.125,3.0,94
79,0,94:84835,mixed,84835,hotpotqa,7,0.875,1.25,1.0,0.0,2.25,1543.25,2.25,94
79,0,95:88118,mixed,88118,hotpotqa,7,0.875,1.625,1.2857142857142858,1.0,2.625,1518.0,2.625,95
80,0,96:65654,mixed,65654,nq,4,0.5,1.0,1.0,0.0,3.0,1824.0,2.0,96
80,0,97:30723,mixed,30723,nq,7,0.875,2.0,2.0,0.0,3.0,1915.625,3.0,97
80,0,97:26842,mixed,26842,nq,2,0.25,1.0,1.0,0.0,2.0,1114.625,2.0,97
80,0,97:157641,mixed,157641,hotpotqa,2,0.25,2.0,2.0,0.0,3.0,1851.75,3.0,97
80,0,97:48805,mixed,48805,nq,1,0.125,1.875,1.0,0.0,2.125,1334.375,2.875,97
80,0,97:127870,mixed,127870,hotpotqa,7,0.875,1.0,1.0,0.0,3.0,1768.0,2.0,97
80,0,98:145508,mixed,145508,hotpotqa,1,0.125,3.0,3.0,0.0,3.0,1790.0,4.0,98
80,0,98:9927,mixed,9927,nq,6,0.75,1.0,1.0,0.0,2.0,1252.25,2.0,98
80,0,99:50856,mixed,50856,nq,1,0.125,2.875,2.0,0.0,3.875,2326.0,3.875,99
80,0,99:158817,mixed,158817,hotpotqa,6,0.75,2.0,2.0,0.0,3.0,1886.5,3.0,99
80,0,99:7796,mixed,7796,nq,7,0.875,1.0,1.0,0.0,2.0,1380.625,2.0,99
80,0,100:134671,mixed,134671,hotpotqa,4,0.5,1.5,2.0,0.0,2.5,1657.0,2.5,100
80,0,100:19311,mixed,19311,nq,2,0.25,1.0,1.0,0.0,1.0,759.25,2.0,100
80,0,100:10409,mixed,10409,nq,6,0.75,1.0,1.0,0.0,2.0,1166.0,2.0,100
80,0,100:159942,mixed,159942,hotpotqa,6,0.75,3.0,3.0,0.0,3.0,1971.75,4.0,100
80,0,100:35315,mixed,35315,nq,7,0.875,2.125,2.0,0.0,3.125,1875.875,3.125,100
80,0,100:5689,mixed,5689,nq,4,0.5,2.0,2.0,0.0,2.0,1398.5,3.0,100
80,0,101:22296,mixed,22296,nq,5,0.625,1.0,1.0,0.0,2.0,1239.875,2.0,101
80,0,101:125903,mixed,125903,hotpotqa,1,0.125,2.0,2.0,0.0,2.0,1252.25,3.0,101
80,0,101:24235,mixed,24235,nq,4,0.5,1.0,1.0,0.0,1.5,1060.5,2.0,101
80,0,102:88163,mixed,88163,hotpotqa,4,0.5,1.5,2.0,0.0,2.0,1287.0,2.5,102
80,0,103:12760,mixed,12760,nq,7,0.875,1.0,1.0,0.0,2.0,1280.25,2.0,103
80,0,103:101345,mixed,101345,hotpotqa,6,0.75,2.0,2.0,0.0,2.0,1307.5,3.0,103
80,0,104:18295,mixed,18295,nq,4,0.5,1.0,1.0,0.0,1.0,763.0,2.0,104
80,0,104:28877,mixed,28877,nq,7,0.875,1.125,1.0,0.0,1.125,845.0,2.125,104
80,0,104:95394,mixed,95394,hotpotqa,3,0.375,2.375,3.0,0.0,2.375,1536.125,3.375,104
80,0,105:150588,mixed,150588,hotpotqa,1,0.125,1.125,2.0,0.0,2.0,1286.875,2.125,105
80,0,105:132506,mixed,132506,hotpotqa,3,0.375,2.0,2.0,0.0,2.0,1307.875,3.0,105
80,0,105:165573,mixed,165573,hotpotqa,7,0.875,2.125,2.0,0.0,3.125,1953.375,3.125,105
80,0,106:81634,mixed,81634,hotpotqa,1,0.125,2.0,2.0,0.0,3.0,1848.0,3.0,106
80,0,106:112865,mixed,112865,hotpotqa,7,0.875,1.0,1.0,0.0,2.0,1247.5,2.0,106
80,0,106:158888,mixed,158888,hotpotqa,1,0.125,2.0,2.0,0.0,5.0,3076.125,3.0,106
81,0,107:152173,mixed,152173,hotpotqa,6,0.75,4.75,5.0,0.0,4.75,2660.5,5.75,107
81,0,107:52503,mixed,52503,nq,7,0.875,1.0,1.0,0.0,3.0,1693.625,2.0,107
81,0,107:5568,mixed,5568,nq,1,0.125,1.0,1.0,0.0,2.0,1158.75,2.0,107
81,0,107:157014,mixed,157014,hotpotqa,3,0.375,1.0,1.0,0.0,2.0,1398.125,2.0,107
81,0,108:40012,mixed,40012,nq,7,0.875,1.0,1.0,0.0,3.0,1746.625,2.0,108
81,0,108:18156,mixed,18156,nq,7,0.875,1.125,1.0,0.0,1.125,829.625,2.125,108
81,0,109:139995,mixed,139995,hotpotqa,1,0.125,1.125,2.0,0.0,1.125,841.125,2.125,109
81,0,109:61016,mixed,61016,nq,2,0.25,3.0,3.0,0.0,3.0,1944.25,4.0,109
81,0,110:98845,mixed,98845,hotpotqa,3,0.375,1.0,1.0,0.0,1.0,854.25,2.0,110
81,0,110:212,mixed,212,nq,1,0.125,1.0,1.0,0.0,3.0,1752.25,2.0,110
81,0,110:150463,mixed,150463,hotpotqa,7,0.875,3.875,4.0,0.0,3.875,2663.5,4.875,110
81,0,110:64496,mixed,64496,nq,1,0.125,1.0,1.0,0.0,1.0,721.625,2.0,110
81,0,111:72782,mixed,72782,nq,6,0.75,2.25,2.0,0.0,2.25,1439.25,3.25,111
81,0,112:41403,mixed,41403,nq,7,0.875,1.0,1.0,0.0,1.0,676.75,2.0,112
81,0,112:38982,mixed,38982,nq,4,0.5,3.0,3.0,0.0,3.0,1803.0,4.0,112
81,0,112:44501,mixed,44501,nq,4,0.5,3.0,3.0,0.0,4.0,2122.0,4.0,112
81,0,113:59385,mixed,59385,nq,2,0.25,1.0,1.0,0.0,2.0,1347.75,2.0,113
81,0,113:15594,mixed,15594,nq,2,0.25,1.0,1.0,0.0,4.0,1997.5,2.0,113
81,0,114:50085,mixed,50085,nq,1,0.125,1.0,1.0,0.0,2.0,1365.75,2.0,114
81,0,114:29656,mixed,29656,nq,7,0.875,1.0,1.0,0.0,2.0,1263.125,2.0,114
81,0,114:154905,mixed,154905,hotpotqa,1,0.125,1.0,1.0,0.0,2.0,1279.5,2.0,114
81,0,114:119695,mixed,119695,hotpotqa,2,0.25,6.75,6.0,0.0,6.75,4149.75,7.75,114
81,0,115:1560,mixed,1560,nq,3,0.375,6.25,5.0,0.0,6.25,3458.5,7.25,115
81,0,115:100357,mixed,100357,hotpotqa,1,0.125,1.0,1.0,0.0,2.0,1245.625,2.0,115
81,0,115:71434,mixed,71434,nq,2,0.25,2.0,2.0,0.0,2.0,1281.0,3.0,115
81,0,116:156089,mixed,156089,hotpotqa,3,0.375,6.625,6.0,0.0,7.625,3496.75,7.625,116
81,0,116:79796,mixed,79796,hotpotqa,2,0.25,3.0,3.0,0.0,3.0,1885.75,4.0,116
81,0,117:169255,mixed,169255,hotpotqa,1,0.125,2.0,2.0,0.0,3.75,2334.75,3.0,117
81,0,118:146669,mixed,146669,hotpotqa,1,0.125,1.0,1.0,0.0,2.0,1302.375,2.0,118
81,0,118:163531,mixed,163531,hotpotqa,7,0.875,1.0,1.0,0.0,2.0,1301.25,2.0,118
81,0,118:11752,mixed,11752,nq,5,0.625,1.0,1.0,0.0,1.625,1075.0,2.0,118
81,0,118:1261,mixed,1261,nq,7,0.875,4.0,4.0,0.0,4.0,2650.625,5.0,118
82,0,119:26460,mixed,26460,nq,3,0.375,5.875,5.666666666666667,4.0,6.875,3843.625,6.875,119
82,0,120:81743,mixed,81743,hotpotqa,3,0.375,1.0,1.0,0.0,2.0,1307.75,2.0,120
82,0,120:76817,mixed,76817,nq,1,0.125,1.0,1.0,0.0,3.0,1556.375,2.0,120
82,0,120:3138,mixed,3138,nq,1,0.125,1.125,2.0,0.0,1.125,867.375,2.125,120
82,0,120:88192,mixed,88192,hotpotqa,7,0.875,6.125,6.0,0.0,6.125,3956.625,7.125,120
82,0,120:18827,mixed,18827,nq,4,0.5,1.0,1.0,0.0,2.0,1230.5,2.0,120
82,0,120:89801,mixed,89801,hotpotqa,2,0.25,1.0,1.0,0.0,2.0,1281.25,2.0,120
82,0,121:60008,mixed,60008,nq,1,0.125,3.0,3.0,0.0,3.0,2016.25,4.0,121
82,0,122:32811,mixed,32811,nq,3,0.375,2.0,2.0,0.0,3.25,1950.0,3.0,122
82,0,122:133154,mixed,133154,hotpotqa,3,0.375,2.0,2.0,0.0,2.0,1285.125,3.0,122
82,0,122:72956,mixed,72956,nq,3,0.375,2.75,4.0,0.0,2.75,1735.875,3.75,122
82,0,122:99291,mixed,99291,hotpotqa,2,0.25,2.75,2.0,0.0,2.75,1779.5,3.75,122
82,0,123:124482,mixed,124482,hotpotqa,1,0.125,1.75,2.0,0.0,1.75,1177.125,2.75,123
82,0,123:64972,mixed,64972,nq,4,0.5,1.0,1.0,0.0,2.0,1053.0,2.0,123
82,0,123:133039,mixed,133039,hotpotqa,7,0.875,1.0,1.0,0.0,2.0,1433.0,2.0,123
82,0,125:88084,mixed,88084,hotpotqa,5,0.625,1.0,1.0,0.0,2.0,1217.5,2.0,125
82,0,125:168137,mixed,168137,hotpotqa,3,0.375,1.0,1.0,0.0,2.0,1234.5,2.0,125
82,0,125:160155,mixed,160155,hotpotqa,6,0.75,1.25,1.0,0.0,1.25,1082.5,2.25,125
82,0,126:114888,mixed,114888,hotpotqa,5,0.625,1.375,1.0,0.0,1.5,973.5,2.375,126
82,0,126:21695,mixed,21695,nq,1,0.125,3.5,3.0,0.0,3.5,2015.5,4.5,126
82,0,126:62028,mixed,62028,nq,1,0.125,2.875,2.0,0.0,3.875,2409.375,3.875,126
82,0,126:148086,mixed,148086,hotpotqa,1,0.125,1.125,2.0,0.0,2.125,1410.25,2.125,126
82,0,127:18280,mixed,18280,nq,4,0.5,1.5,1.0,0.0,2.5,1549.5,2.5,127
82,0,127:8340,mixed,8340,nq,1,0.125,1.0,1.0,0.0,2.0,1337.125,2.0,127
82,0,127:122048,mixed,122048,hotpotqa,1,0.125,2.0,2.0,0.0,2.0,1357.375,3.0,127
82,0,127:142894,mixed,142894,hotpotqa,7,0.875,1.875,2.0,0.0,1.875,1154.75,2.875,127
82,0,128:79795,mixed,79795,hotpotqa,2,0.25,3.75,3.0,0.0,3.75,2167.25,4.75,128
82,0,128:34113,mixed,34113,nq,7,0.875,1.0,1.0,0.0,2.0,1313.125,2.0,128
82,0,128:112968,mixed,112968,hotpotqa,1,0.125,3.0,3.0,0.0,3.0,1688.125,4.0,128
82,0,128:124683,mixed,124683,hotpotqa,7,0.875,2.0,2.0,0.0,3.0,1835.875,3.0,128
82,0,128:165313,mixed,165313,hotpotqa,2,0.25,3.0,3.0,0.0,4.0,2895.75,4.0,128
82,0,129:23474,mixed,23474,nq,2,0.25,1.0,1.0,0.0,2.0,1291.0,2.0,129
83,0,130:136433,mixed,136433,hotpotqa,6,0.75,1.0,1.0,0.0,2.0,1257.75,2.0,130
83,0,130:130702,mixed,130702,hotpotqa,4,0.5,1.0,1.0,0.0,4.0,2601.625,2.0,130
83,0,131:37836,mixed,37836,nq,2,0.25,1.0,1.0,0.0,3.0,1618.0,2.0,131
83,0,131:47675,mixed,47675,nq,6,0.75,2.0,2.0,0.0,2.0,1543.5,3.0,131
83,0,131:37919,mixed,37919,nq,7,0.875,1.0,1.0,0.0,2.0,1294.375,2.0,131
83,0,131:58902,mixed,58902,nq,2,0.25,1.25,2.0,0.0,2.25,1395.0,2.25,131
83,0,131:59330,mixed,59330,nq,1,0.125,1.0,1.0,0.0,1.0,771.375,2.0,131
83,0,132:144937,mixed,144937,hotpotqa,4,0.5,1.0,1.0,0.0,2.0,1259.75,2.0,132
83,0,132:105920,mixed,105920,hotpotqa,4,0.5,2.5,2.0,0.0,2.5,1562.375,3.5,132
83,0,132:123146,mixed,123146,hotpotqa,2,0.25,2.0,2.0,0.0,2.0,1330.5,3.0,132
83,0,132:82907,mixed,82907,hotpotqa,2,0.25,1.25,2.0,0.0,2.0,1391.875,2.25,132
83,0,133:96446,mixed,96446,hotpotqa,7,0.875,2.0,2.0,0.0,2.0,1233.375,3.0,133
83,0,134:61050,mixed,61050,nq,7,0.875,1.0,1.0,0.0,2.0,1253.5,2.0,134
83,0,134:167151,mixed,167151,hotpotqa,6,0.75,2.25,2.0,0.0,2.25,1248.875,3.25,134
83,0,134:98584,mixed,98584,hotpotqa,1,0.125,3.875,3.0,0.0,5.875,3446.125,4.875,134
83,0,135:128816,mixed,128816,hotpotqa,1,0.125,2.0,2.0,0.0,2.0,1358.125,3.0,135
83,0,135:157774,mixed,157774,hotpotqa,7,0.875,1.875,2.0,0.0,2.875,1406.375,2.875,135
83,0,136:43736,mixed,43736,nq,5,0.625,1.0,1.0,0.0,2.0,1317.625,2.0,136
83,0,137:81479,mixed,81479,hotpotqa,6,0.75,2.0,2.0,0.0,3.0,1905.25,3.0,137
83,0,138:146953,mixed,146953,hotpotqa,6,0.75,1.0,1.0,0.0,2.0,1435.75,2.0,138
83,0,138:150679,mixed,150679,hotpotqa,5,0.625,3.0,3.0,0.0,3.0,2002.5,4.0,138
83,0,138:143436,mixed,143436,hotpotqa,5,0.625,2.0,2.0,0.0,2.625,1579.5,3.0,138
83,0,139:46468,mixed,46468,nq,4,0.5,3.0,3.0,0.0,4.0,2459.0,4.0,139
83,0,140:36938,mixed,36938,nq,1,0.125,3.125,4.0,0.0,3.125,1956.375,4.125,140
83,0,141:88841,mixed,88841,hotpotqa,3,0.375,1.375,2.0,0.0,1.75,1165.625,2.375,141
83,0,142:145211,mixed,145211,hotpotqa,3,0.375,1.875,1.6666666666666667,1.0,2.875,1977.375,2.875,142
83,0,142:138553,mixed,138553,hotpotqa,4,0.5,2.5,3.0,0.0,2.5,1548.25,3.5,142
83,0,143:154591,mixed,154591,hotpotqa,2,0.25,4.375,4.0,0.0,4.375,2700.375,5.375,143
83,0,143:134341,mixed,134341,hotpotqa,3,0.375,2.0,2.0,0.0,2.0,1467.25,3.0,143
83,0,143:36447,mixed,36447,nq,5,0.625,1.0,1.0,0.0,1.0,739.75,2.0,143
83,0,143:102561,mixed,102561,hotpotqa,6,0.75,3.125,3.1666666666666665,1.0,4.125,3159.375,4.125,143
83,0,143:37505,mixed,37505,nq,6,0.75,2.75,2.0,0.0,2.75,1550.5,3.75,143
84,0,144:130654,mixed,130654,hotpotqa,3,0.375,2.0,2.0,0.0,2.0,1381.125,3.0,144
84,0,144:85355,mixed,85355,hotpotqa,1,0.125,2.0,2.0,0.0,2.0,1303.625,3.0,144
84,0,144:61397,mixed,61397,nq,3,0.375,4.0,4.0,0.0,4.0,2497.625,5.0,144
84,0,144:6298,mixed,6298,nq,1,0.125,3.875,3.0,0.0,3.875,2417.375,4.875,144
84,0,144:154471,mixed,154471,hotpotqa,5,0.625,2.625,3.0,0.0,3.625,2062.75,3.625,144
84,0,145:119925,mixed,119925,hotpotqa,3,0.375,1.0,1.0,0.0,2.0,1268.125,2.0,145
84,0,145:150799,mixed,150799,hotpotqa,5,0.625,4.0,4.0,0.0,5.0,2243.0,5.0,145
84,0,146:7698,mixed,7698,nq,6,0.75,2.0,2.0,0.0,2.0,1263.0,3.0,146
84,0,146:116047,mixed,116047,hotpotqa,7,0.875,2.0,2.0,0.0,3.0,1726.0,3.0,146
84,0,147:64019,mixed,64019,nq,6,0.75,1.0,1.0,0.0,1.75,1122.875,2.0,147
84,0,147:86455,mixed,86455,hotpotqa,2,0.25,1.25,2.0,0.0,2.25,1558.75,2.25,147
84,0,148:78920,mixed,78920,nq,3,0.375,2.875,2.6666666666666665,1.0,2.875,1808.5,3.875,148
84,0,148:143334,mixed,143334,hotpotqa,3,0.375,1.0,1.0,0.0,2.0,1500.75,2.0,148
84,0,149:68254,mixed,68254,nq,5,0.625,1.75,1.0,0.0,2.125,1411.125,2.75,149
84,0,149:37008,mixed,37008,nq,3,0.375,1.0,1.0,0.0,2.0,1384.125,2.0,149
84,0,150:13595,mixed,13595,nq,4,0.5,1.5,1.0,0.0,2.5,1496.75,2.5,150
84,0,150:25320,mixed,25320,nq,2,0.25,1.0,1.0,0.0,2.0,1244.5,2.0,150
84,0,150:65189,mixed,65189,nq,7,0.875,2.0,2.0,0.0,2.0,1336.125,3.0,150
84,0,151:85692,mixed,85692,hotpotqa,3,0.375,4.125,4.0,0.0,4.125,2502.875,5.125,151
84,0,151:55962,mixed,55962,nq,1,0.125,2.0,2.0,0.0,2.0,1301.75,3.0,151
84,0,151:115950,mixed,115950,hotpotqa,2,0.25,2.0,2.0,0.0,2.0,1362.5,3.0,151
84,0,151:78999,mixed,78999,nq,6,0.75,1.0,1.0,0.0,2.0,1223.0,2.0,151
84,0,151:168941,mixed,168941,hotpotqa,3,0.375,2.0,2.0,0.0,2.0,1346.5,3.0,151
84,0,151:135107,mixed,135107,hotpotqa,2,0.25,1.0,1.0,0.0,2.0,1298.5,2.0,151
84,0,152:131185,mixed,131185,hotpotqa,1,0.125,3.875,3.0,0.0,3.875,2327.5,4.875,152
84,0,152:31702,mixed,31702,nq,7,0.875,2.875,3.0,0.0,2.875,1936.125,3.875,152
84,0,152:168132,mixed,168132,hotpotqa,6,0.75,1.0,1.0,0.0,2.0,1399.25,2.0,152
84,0,152:18320,mixed,18320,nq,6,0.75,1.5,1.0,0.0,2.25,1484.5,2.5,152
84,0,152:105618,mixed,105618,hotpotqa,4,0.5,1.0,1.0,0.0,2.0,1328.5,2.0,152
84,0,152:139212,mixed,139212,hotpotqa,5,0.625,4.5,3.0,0.0,6.5,3762.875,5.5,152
84,0,153:63608,mixed,63608,nq,4,0.5,1.0,1.0,0.0,3.0,1789.0,2.0,153
84,0,153:24047,mixed,24047,nq,3,0.375,1.375,2.0,0.0,2.375,1523.5,2.375,153
85,0,154:152901,mixed,152901,hotpotqa,2,0.25,5.125,7.0,0.0,5.125,3009.125,6.125,154
85,0,154:112675,mixed,112675,hotpotqa,2,0.25,2.0,2.0,0.0,3.0,1914.5,3.0,154
85,0,155:52194,mixed,52194,nq,2,0.25,1.0,1.0,0.0,2.0,1274.5,2.0,155
85,0,155:19333,mixed,19333,nq,7,0.875,2.0,2.0,0.0,2.0,1298.875,3.0,155
85,0,156:145894,mixed,145894,hotpotqa,7,0.875,2.0,2.0,0.0,2.0,1344.875,3.0,156
85,0,156:124790,mixed,124790,hotpotqa,7,0.875,1.0,1.0,0.0,2.0,1376.875,2.0,156
85,0,156:167260,mixed,167260,hotpotqa,4,0.5,1.0,1.0,0.0,2.0,1271.5,2.0,156
85,0,157:136299,mixed,136299,hotpotqa,6,0.75,2.75,3.0,0.0,3.75,2331.75,3.75,157
85,0,158:85251,mixed,85251,hotpotqa,7,0.875,2.0,2.0,0.0,3.0,1832.625,3.0,158
85,0,158:1917,mixed,1917,nq,3,0.375,4.625,4.666666666666667,1.0,9.625,4752.0,5.625,158
85,0,158:91092,mixed,91092,hotpotqa,7,0.875,2.0,2.0,0.0,2.0,1397.375,3.0,158
85,0,158:81166,mixed,81166,hotpotqa,7,0.875,2.0,2.0,0.0,2.0,1395.375,3.0,158
85,0,159:51912,mixed,51912,nq,7,0.875,1.0,1.0,0.0,3.0,1940.25,2.0,159
85,0,159:5684,mixed,5684,nq,4,0.5,1.0,1.0,0.0,1.5,1126.5,2.0,159
85,0,160:13069,mixed,13069,nq,3,0.375,1.0,1.0,0.0,2.0,1321.0,2.0,160
85,0,161:18113,mixed,18113,nq,5,0.625,2.0,2.0,0.0,2.0,1272.625,3.0,161
85,0,161:75177,mixed,75177,nq,7,0.875,1.0,1.0,0.0,1.0,716.75,2.0,161
85,0,161:128299,mixed,128299,hotpotqa,7,0.875,2.125,2.0,0.0,2.375,1549.5,3.125,161
85,0,161:161717,mixed,161717,hotpotqa,7,0.875,2.0,2.0,0.0,2.0,1204.5,3.0,161
85,0,161:12776,mixed,12776,nq,1,0.125,1.0,1.0,0.0,2.0,1169.25,2.0,161
85,0,161:60543,mixed,60543,nq,3,0.375,1.0,1.0,0.0,2.0,1341.875,2.0,161
85,0,162:66835,mixed,66835,nq,7,0.875,1.0,1.0,0.0,2.0,1265.125,2.0,162
85,0,162:151957,mixed,151957,hotpotqa,6,0.75,2.0,2.0,0.0,2.0,1278.875,3.0,162
85,0,163:6489,mixed,6489,nq,4,0.5,1.0,1.0,0.0,2.0,1234.0,2.0,163
85,0,163:158601,mixed,158601,hotpotqa,2,0.25,1.0,1.0,0.0,2.0,1352.25,2.0,163
85,0,163:162117,mixed,162117,hotpotqa,4,0.5,2.5,3.0,0.0,3.5,2300.5,3.5,163
85,0,163:66138,mixed,66138,nq,1,0.125,1.0,1.0,0.0,2.0,1267.5,2.0,163
85,0,164:161223,mixed,161223,hotpotqa,7,0.875,2.0,2.0,0.0,3.0,1809.375,3.0,164
85,0,164:88555,mixed,88555,hotpotqa,3,0.375,1.0,1.0,0.0,2.0,1366.625,2.0,164
85,0,164:40310,mixed,40310,nq,2,0.25,1.0,1.0,0.0,2.0,1141.0,2.0,164
85,0,164:153723,mixed,153723,hotpotqa,7,0.875,3.0,3.0,0.0,3.0,2245.75,4.0,164
85,0,164:144798,mixed,144798,hotpotqa,4,0.5,1.0,1.0,0.0,2.0,1319.0,2.0,164
86,0,165:30783,mixed,30783,nq,1,0.125,1.0,1.0,0.0,2.0,1309.875,2.0,165
86,0,165:93006,mixed,93006,hotpotqa,3,0.375,2.0,2.0,0.0,2.0,1391.875,3.0,165
86,0,166:45806,mixed,45806,nq,6,0.75,4.25,4.0,0.0,5.25,3120.25,5.25,166
86,0,166:108992,mixed,108992,hotpotqa,2,0.25,2.0,2.0,0.0,2.0,1345.5,3.0,166
86,0,166:74536,mixed,74536,nq,3,0.375,1.0,1.0,0.0,1.0,665.875,2.0,166
86,0,167:78012,mixed,78012,nq,7,0.875,2.0,2.0,0.0,2.0,1411.25,3.0,167
86,0,167:38758,mixed,38758,nq,7,0.875,1.0,1.0,0.0,2.0,1113.125,2.0,167
86,0,167:60546,mixed,60546,nq,6,0.75,3.0,3.0,0.0,4.0,2499.75,4.0,167
86,0,167:33759,mixed,33759,nq,1,0.125,1.0,1.0,0.0,4.0,2257.125,2.0,167
86,0,167:122773,mixed,122773,hotpotqa,5,0.625,2.5,2.8,1.0,2.5,1751.125,3.5,167
86,0,168:110392,mixed,110392,hotpotqa,5,0.625,2.0,2.0,0.0,3.0,2019.125,3.0,168
86,0,168:19062,mixed,19062,nq,7,0.875,1.0,1.0,0.0,2.0,1221.875,2.0,168
86,0,168:139258,mixed,139258,hotpotqa,3,0.375,1.0,1.0,0.0,2.0,1353.25,2.0,168
86,0,169:103585,mixed,103585,hotpotqa,7,0.875,1.0,1.0,0.0,1.0,770.75,2.0,169
86,0,169:128302,mixed,128302,hotpotqa,5,0.625,1.625,2.0,0.0,2.625,1572.875,2.625,169
86,0,171:112970,mixed,112970,hotpotqa,3,0.375,2.0,2.0,0.0,3.0,1972.0,3.0,171
86,0,171:159193,mixed,159193,hotpotqa,6,0.75,1.625,1.8333333333333333,1.0,2.625,1671.125,2.625,171
86,0,171:64409,mixed,64409,nq,2,0.25,1.0,1.0,0.0,2.0,1321.75,2.0,171
86,0,171:128652,mixed,128652,hotpotqa,4,0.5,1.0,1.0,0.0,3.0,1944.625,2.0,171
86,0,172:40446,mixed,40446,nq,6,0.75,1.0,1.0,0.0,2.0,1231.0,2.0,172
86,0,172:19914,mixed,19914,nq,4,0.5,1.5,2.0,0.0,2.5,1571.0,2.5,172
86,0,172:119913,mixed,119913,hotpotqa,2,0.25,2.0,2.0,0.0,2.0,1280.25,3.0,172
86,0,172:61158,mixed,61158,nq,7,0.875,1.0,1.0,0.0,2.0,1284.75,2.0,172
86,0,173:40646,mixed,40646,nq,6,0.75,1.0,1.0,0.0,1.0,681.75,2.0,173
86,0,173:31502,mixed,31502,nq,1,0.125,2.0,2.0,0.0,2.0,1296.5,3.0,173
86,0,173:13503,mixed,13503,nq,4,0.5,1.0,1.0,0.0,1.0,678.5,2.0,173
86,0,174:21172,mixed,21172,nq,4,0.5,2.0,2.0,0.0,3.0,1859.0,3.0,174
86,0,175:160551,mixed,160551,hotpotqa,1,0.125,1.125,2.0,0.0,2.125,1322.625,2.125,175
86,0,175:116298,mixed,116298,hotpotqa,3,0.375,1.0,1.0,0.0,2.0,1275.25,2.0,175
