global_step,q,group_id,role,uid,data_source,k,group_success_rate,cost_all_mean,cost_correct_mean,cost_gap_correct,queries_all_mean,tokens_all_mean,turns_all_mean,call_index
79,4,92:124976,mixed,124976,hotpotqa,5,0.625,1.125,1.2,1.0,3.25,2022.25,2.125,92
79,4,92:108383,mixed,108383,hotpotqa,1,0.125,2.0,2.0,0.0,2.0,1152.375,3.0,92
79,4,92:129117,mixed,129117,hotpotqa,5,0.625,1.625,2.0,0.0,2.625,1695.0,2.625,92
79,4,93:10578,mixed,10578,nq,1,0.125,3.0,3.0,0.0,3.0,1855.625,4.0,93
79,4,93:108043,mixed,108043,hotpotqa,1,0.125,2.0,2.0,0.0,2.0,1382.125,3.0,93
79,4,93:153787,mixed,153787,hotpotqa,2,0.25,1.0,1.0,0.0,2.0,1427.5,2.0,93
79,4,93:39137,mixed,39137,nq,6,0.75,2.375,2.5,1.0,2.375,1728.875,3.375,93
79,4,94:113394,mixed,113394,hotpotqa,4,0.5,2.0,2.0,0.0,3.0,1903.375,3.0,94
79,4,86:120807,efficiency,120807,hotpotqa,8,1.0,3.75,3.75,2.0,4.75,2540.125,4.75,86
79,4,88:86989,efficiency,86989,hotpotqa,8,1.0,1.125,1.125,1.0,2.0,1350.625,2.125,88
79,4,89:64281,efficiency,64281,nq,8,1.0,1.625,1.625,1.0,1.625,1196.25,2.625,89
79,4,90:148304,efficiency,148304,hotpotqa,8,1.0,1.875,1.875,1.0,2.875,1720.125,2.875,90
80,0,96:65654,mixed,65654,nq,4,0.5,1.0,1.0,0.0,3.0,1824.0,2.0,96
80,0,97:30723,mixed,30723,nq,7,0.875,2.0,2.0,0.0,3.0,1915.625,3.0,97
80,0,97:26842,mixed,26842,nq,2,0.25,1.0,1.0,0.0,2.0,1114.625,2.0,97
80,0,97:157641,mixed,157641,hotpotqa,2,0.25,2.0,2.0,0.0,3.0,1851.75,3.0,97
80,0,97:48805,mixed,48805,nq,1,0.125,1.875,1.0,0.0,2.125,1334.375,2.875,97
80,0,97:127870,mixed,127870,hotpotqa,7,0.875,1.0,1.0,0.0,3.0,1768.0,2.0,97
80,0,98:145508,mixed,145508,hotpotqa,1,0.125,3.0,3.0,0.0,3.0,1790.0,4.0,98
80,0,98:9927,mixed,9927,nq,6,0.75,1.0,1.0,0.0,2.0,1252.25,2.0,98
80,0,99:50856,mixed,50856,nq,1,0.125,2.875,2.0,0.0,3.875,2326.0,3.875,99
80,0,99:158817,mixed,158817,hotpotqa,6,0.75,2.0,2.0,0.0,3.0,1886.5,3.0,99
80,0,99:7796,mixed,7796,nq,7,0.875,1.0,1.0,0.0,2.0,1380.625,2.0,99
80,0,100:134671,mixed,134671,hotpotqa,4,0.5,1.5,2.0,0.0,2.5,1657.0,2.5,100
80,0,100:19311,mixed,19311,nq,2,0.25,1.0,1.0,0.0,1.0,759.25,2.0,100
80,0,100:10409,mixed,10409,nq,6,0.75,1.0,1.0,0.0,2.0,1166.0,2.0,100
80,0,100:159942,mixed,159942,hotpotqa,6,0.75,3.0,3.0,0.0,3.0,1971.75,4.0,100
80,0,100:35315,mixed,35315,nq,7,0.875,2.125,2.0,0.0,3.125,1875.875,3.125,100
80,0,100:5689,mixed,5689,nq,4,0.5,2.0,2.0,0.0,2.0,1398.5,3.0,100
80,0,101:22296,mixed,22296,nq,5,0.625,1.0,1.0,0.0,2.0,1239.875,2.0,101
80,0,101:125903,mixed,125903,hotpotqa,1,0.125,2.0,2.0,0.0,2.0,1252.25,3.0,101
80,0,101:24235,mixed,24235,nq,4,0.5,1.0,1.0,0.0,1.5,1060.5,2.0,101
80,0,102:88163,mixed,88163,hotpotqa,4,0.5,1.5,2.0,0.0,2.0,1287.0,2.5,102
80,0,103:12760,mixed,12760,nq,7,0.875,1.0,1.0,0.0,2.0,1280.25,2.0,103
80,0,103:101345,mixed,101345,hotpotqa,6,0.75,2.0,2.0,0.0,2.0,1307.5,3.0,103
80,0,104:18295,mixed,18295,nq,4,0.5,1.0,1.0,0.0,1.0,763.0,2.0,104
80,0,104:28877,mixed,28877,nq,7,0.875,1.125,1.0,0.0,1.125,845.0,2.125,104
80,0,104:95394,mixed,95394,hotpotqa,3,0.375,2.375,3.0,0.0,2.375,1536.125,3.375,104
80,0,105:150588,mixed,150588,hotpotqa,1,0.125,1.125,2.0,0.0,2.0,1286.875,2.125,105
80,0,105:132506,mixed,132506,hotpotqa,3,0.375,2.0,2.0,0.0,2.0,1307.875,3.0,105
80,0,105:165573,mixed,165573,hotpotqa,7,0.875,2.125,2.0,0.0,3.125,1953.375,3.125,105
80,0,106:81634,mixed,81634,hotpotqa,1,0.125,2.0,2.0,0.0,3.0,1848.0,3.0,106
80,0,106:112865,mixed,112865,hotpotqa,7,0.875,1.0,1.0,0.0,2.0,1247.5,2.0,106
80,0,106:158888,mixed,158888,hotpotqa,1,0.125,2.0,2.0,0.0,5.0,3076.125,3.0,106
80,1,96:65654,mixed,65654,nq,4,0.5,1.0,1.0,0.0,3.0,1824.0,2.0,96
80,1,97:30723,mixed,30723,nq,7,0.875,2.0,2.0,0.0,3.0,1915.625,3.0,97
80,1,97:26842,mixed,26842,nq,2,0.25,1.0,1.0,0.0,2.0,1114.625,2.0,97
80,1,97:157641,mixed,157641,hotpotqa,2,0.25,2.0,2.0,0.0,3.0,1851.75,3.0,97
80,1,97:48805,mixed,48805,nq,1,0.125,1.875,1.0,0.0,2.125,1334.375,2.875,97
80,1,97:127870,mixed,127870,hotpotqa,7,0.875,1.0,1.0,0.0,3.0,1768.0,2.0,97
80,1,98:145508,mixed,145508,hotpotqa,1,0.125,3.0,3.0,0.0,3.0,1790.0,4.0,98
80,1,98:9927,mixed,9927,nq,6,0.75,1.0,1.0,0.0,2.0,1252.25,2.0,98
80,1,99:50856,mixed,50856,nq,1,0.125,2.875,2.0,0.0,3.875,2326.0,3.875,99
80,1,99:158817,mixed,158817,hotpotqa,6,0.75,2.0,2.0,0.0,3.0,1886.5,3.0,99
80,1,99:7796,mixed,7796,nq,7,0.875,1.0,1.0,0.0,2.0,1380.625,2.0,99
80,1,100:134671,mixed,134671,hotpotqa,4,0.5,1.5,2.0,0.0,2.5,1657.0,2.5,100
80,1,100:19311,mixed,19311,nq,2,0.25,1.0,1.0,0.0,1.0,759.25,2.0,100
80,1,100:10409,mixed,10409,nq,6,0.75,1.0,1.0,0.0,2.0,1166.0,2.0,100
80,1,100:159942,mixed,159942,hotpotqa,6,0.75,3.0,3.0,0.0,3.0,1971.75,4.0,100
80,1,100:35315,mixed,35315,nq,7,0.875,2.125,2.0,0.0,3.125,1875.875,3.125,100
80,1,100:5689,mixed,5689,nq,4,0.5,2.0,2.0,0.0,2.0,1398.5,3.0,100
80,1,101:22296,mixed,22296,nq,5,0.625,1.0,1.0,0.0,2.0,1239.875,2.0,101
80,1,101:125903,mixed,125903,hotpotqa,1,0.125,2.0,2.0,0.0,2.0,1252.25,3.0,101
80,1,101:24235,mixed,24235,nq,4,0.5,1.0,1.0,0.0,1.5,1060.5,2.0,101
80,1,102:88163,mixed,88163,hotpotqa,4,0.5,1.5,2.0,0.0,2.0,1287.0,2.5,102
80,1,103:12760,mixed,12760,nq,7,0.875,1.0,1.0,0.0,2.0,1280.25,2.0,103
80,1,103:101345,mixed,101345,hotpotqa,6,0.75,2.0,2.0,0.0,2.0,1307.5,3.0,103
80,1,104:18295,mixed,18295,nq,4,0.5,1.0,1.0,0.0,1.0,763.0,2.0,104
80,1,104:28877,mixed,28877,nq,7,0.875,1.125,1.0,0.0,1.125,845.0,2.125,104
80,1,104:95394,mixed,95394,hotpotqa,3,0.375,2.375,3.0,0.0,2.375,1536.125,3.375,104
80,1,105:150588,mixed,150588,hotpotqa,1,0.125,1.125,2.0,0.0,2.0,1286.875,2.125,105
80,1,105:132506,mixed,132506,hotpotqa,3,0.375,2.0,2.0,0.0,2.0,1307.875,3.0,105
80,1,105:165573,mixed,165573,hotpotqa,7,0.875,2.125,2.0,0.0,3.125,1953.375,3.125,105
80,1,106:81634,mixed,81634,hotpotqa,1,0.125,2.0,2.0,0.0,3.0,1848.0,3.0,106
80,1,106:112865,mixed,112865,hotpotqa,7,0.875,1.0,1.0,0.0,2.0,1247.5,2.0,106
80,1,97:142420,efficiency,142420,hotpotqa,8,1.0,1.25,1.25,1.0,1.25,900.75,2.25,97
80,2,96:65654,mixed,65654,nq,4,0.5,1.0,1.0,0.0,3.0,1824.0,2.0,96
80,2,97:30723,mixed,30723,nq,7,0.875,2.0,2.0,0.0,3.0,1915.625,3.0,97
80,2,97:26842,mixed,26842,nq,2,0.25,1.0,1.0,0.0,2.0,1114.625,2.0,97
80,2,97:157641,mixed,157641,hotpotqa,2,0.25,2.0,2.0,0.0,3.0,1851.75,3.0,97
80,2,97:48805,mixed,48805,nq,1,0.125,1.875,1.0,0.0,2.125,1334.375,2.875,97
80,2,97:127870,mixed,127870,hotpotqa,7,0.875,1.0,1.0,0.0,3.0,1768.0,2.0,97
80,2,98:145508,mixed,145508,hotpotqa,1,0.125,3.0,3.0,0.0,3.0,1790.0,4.0,98
80,2,98:9927,mixed,9927,nq,6,0.75,1.0,1.0,0.0,2.0,1252.25,2.0,98
80,2,99:50856,mixed,50856,nq,1,0.125,2.875,2.0,0.0,3.875,2326.0,3.875,99
80,2,99:158817,mixed,158817,hotpotqa,6,0.75,2.0,2.0,0.0,3.0,1886.5,3.0,99
80,2,99:7796,mixed,7796,nq,7,0.875,1.0,1.0,0.0,2.0,1380.625,2.0,99
80,2,100:134671,mixed,134671,hotpotqa,4,0.5,1.5,2.0,0.0,2.5,1657.0,2.5,100
80,2,100:19311,mixed,19311,nq,2,0.25,1.0,1.0,0.0,1.0,759.25,2.0,100
80,2,100:10409,mixed,10409,nq,6,0.75,1.0,1.0,0.0,2.0,1166.0,2.0,100
80,2,100:159942,mixed,159942,hotpotqa,6,0.75,3.0,3.0,0.0,3.0,1971.75,4.0,100
80,2,100:35315,mixed,35315,nq,7,0.875,2.125,2.0,0.0,3.125,1875.875,3.125,100
80,2,100:5689,mixed,5689,nq,4,0.5,2.0,2.0,0.0,2.0,1398.5,3.0,100
80,2,101:22296,mixed,22296,nq,5,0.625,1.0,1.0,0.0,2.0,1239.875,2.0,101
80,2,101:125903,mixed,125903,hotpotqa,1,0.125,2.0,2.0,0.0,2.0,1252.25,3.0,101
80,2,101:24235,mixed,24235,nq,4,0.5,1.0,1.0,0.0,1.5,1060.5,2.0,101
80,2,102:88163,mixed,88163,hotpotqa,4,0.5,1.5,2.0,0.0,2.0,1287.0,2.5,102
80,2,103:12760,mixed,12760,nq,7,0.875,1.0,1.0,0.0,2.0,1280.25,2.0,103
80,2,103:101345,mixed,101345,hotpotqa,6,0.75,2.0,2.0,0.0,2.0,1307.5,3.0,103
80,2,104:18295,mixed,18295,nq,4,0.5,1.0,1.0,0.0,1.0,763.0,2.0,104
80,2,104:28877,mixed,28877,nq,7,0.875,1.125,1.0,0.0,1.125,845.0,2.125,104
80,2,104:95394,mixed,95394,hotpotqa,3,0.375,2.375,3.0,0.0,2.375,1536.125,3.375,104
80,2,105:150588,mixed,150588,hotpotqa,1,0.125,1.125,2.0,0.0,2.0,1286.875,2.125,105
80,2,105:132506,mixed,132506,hotpotqa,3,0.375,2.0,2.0,0.0,2.0,1307.875,3.0,105
80,2,105:165573,mixed,165573,hotpotqa,7,0.875,2.125,2.0,0.0,3.125,1953.375,3.125,105
80,2,106:81634,mixed,81634,hotpotqa,1,0.125,2.0,2.0,0.0,3.0,1848.0,3.0,106
80,2,97:142420,efficiency,142420,hotpotqa,8,1.0,1.25,1.25,1.0,1.25,900.75,2.25,97
80,2,98:112044,efficiency,112044,hotpotqa,8,1.0,1.625,1.625,1.0,1.625,1092.125,2.625,98
80,3,96:65654,mixed,65654,nq,4,0.5,1.0,1.0,0.0,3.0,1824.0,2.0,96
80,3,97:30723,mixed,30723,nq,7,0.875,2.0,2.0,0.0,3.0,1915.625,3.0,97
80,3,97:26842,mixed,26842,nq,2,0.25,1.0,1.0,0.0,2.0,1114.625,2.0,97
80,3,97:157641,mixed,157641,hotpotqa,2,0.25,2.0,2.0,0.0,3.0,1851.75,3.0,97
80,3,97:48805,mixed,48805,nq,1,0.125,1.875,1.0,0.0,2.125,1334.375,2.875,97
80,3,97:127870,mixed,127870,hotpotqa,7,0.875,1.0,1.0,0.0,3.0,1768.0,2.0,97
80,3,98:145508,mixed,145508,hotpotqa,1,0.125,3.0,3.0,0.0,3.0,1790.0,4.0,98
80,3,98:9927,mixed,9927,nq,6,0.75,1.0,1.0,0.0,2.0,1252.25,2.0,98
80,3,99:50856,mixed,50856,nq,1,0.125,2.875,2.0,0.0,3.875,2326.0,3.875,99
80,3,99:158817,mixed,158817,hotpotqa,6,0.75,2.0,2.0,0.0,3.0,1886.5,3.0,99
80,3,99:7796,mixed,7796,nq,7,0.875,1.0,1.0,0.0,2.0,1380.625,2.0,99
80,3,100:134671,mixed,134671,hotpotqa,4,0.5,1.5,2.0,0.0,2.5,1657.0,2.5,100
80,3,100:19311,mixed,19311,nq,2,0.25,1.0,1.0,0.0,1.0,759.25,2.0,100
80,3,100:10409,mixed,10409,nq,6,0.75,1.0,1.0,0.0,2.0,1166.0,2.0,100
80,3,100:159942,mixed,159942,hotpotqa,6,0.75,3.0,3.0,0.0,3.0,1971.75,4.0,100
80,3,100:35315,mixed,35315,nq,7,0.875,2.125,2.0,0.0,3.125,1875.875,3.125,100
80,3,100:5689,mixed,5689,nq,4,0.5,2.0,2.0,0.0,2.0,1398.5,3.0,100
80,3,101:22296,mixed,22296,nq,5,0.625,1.0,1.0,0.0,2.0,1239.875,2.0,101
80,3,101:125903,mixed,125903,hotpotqa,1,0.125,2.0,2.0,0.0,2.0,1252.25,3.0,101
80,3,101:24235,mixed,24235,nq,4,0.5,1.0,1.0,0.0,1.5,1060.5,2.0,101
80,3,102:88163,mixed,88163,hotpotqa,4,0.5,1.5,2.0,0.0,2.0,1287.0,2.5,102
80,3,103:12760,mixed,12760,nq,7,0.875,1.0,1.0,0.0,2.0,1280.25,2.0,103
80,3,103:101345,mixed,101345,hotpotqa,6,0.75,2.0,2.0,0.0,2.0,1307.5,3.0,103
80,3,104:18295,mixed,18295,nq,4,0.5,1.0,1.0,0.0,1.0,763.0,2.0,104
80,3,104:28877,mixed,28877,nq,7,0.875,1.125,1.0,0.0,1.125,845.0,2.125,104
80,3,104:95394,mixed,95394,hotpotqa,3,0.375,2.375,3.0,0.0,2.375,1536.125,3.375,104
80,3,105:150588,mixed,150588,hotpotqa,1,0.125,1.125,2.0,0.0,2.0,1286.875,2.125,105
80,3,105:132506,mixed,132506,hotpotqa,3,0.375,2.0,2.0,0.0,2.0,1307.875,3.0,105
80,3,105:165573,mixed,165573,hotpotqa,7,0.875,2.125,2.0,0.0,3.125,1953.375,3.125,105
80,3,97:142420,efficiency,142420,hotpotqa,8,1.0,1.25,1.25,1.0,1.25,900.75,2.25,97
80,3,98:112044,efficiency,112044,hotpotqa,8,1.0,1.625,1.625,1.0,1.625,1092.125,2.625,98
80,3,100:90550,efficiency,90550,hotpotqa,8,1.0,1.875,1.875,1.0,2.0,1183.875,2.875,100
80,4,96:65654,mixed,65654,nq,4,0.5,1.0,1.0,0.0,3.0,1824.0,2.0,96
80,4,97:30723,mixed,30723,nq,7,0.875,2.0,2.0,0.0,3.0,1915.625,3.0,97
80,4,97:26842,mixed,26842,nq,2,0.25,1.0,1.0,0.0,2.0,1114.625,2.0,97
80,4,97:157641,mixed,157641,hotpotqa,2,0.25,2.0,2.0,0.0,3.0,1851.75,3.0,97
80,4,97:48805,mixed,48805,nq,1,0.125,1.875,1.0,0.0,2.125,1334.375,2.875,97
80,4,97:127870,mixed,127870,hotpotqa,7,0.875,1.0,1.0,0.0,3.0,1768.0,2.0,97
80,4,98:145508,mixed,145508,hotpotqa,1,0.125,3.0,3.0,0.0,3.0,1790.0,4.0,98
80,4,98:9927,mixed,9927,nq,6,0.75,1.0,1.0,0.0,2.0,1252.25,2.0,98
80,4,99:50856,mixed,50856,nq,1,0.125,2.875,2.0,0.0,3.875,2326.0,3.875,99
80,4,99:158817,mixed,158817,hotpotqa,6,0.75,2.0,2.0,0.0,3.0,1886.5,3.0,99
80,4,99:7796,mixed,7796,nq,7,0.875,1.0,1.0,0.0,2.0,1380.625,2.0,99
80,4,100:134671,mixed,134671,hotpotqa,4,0.5,1.5,2.0,0.0,2.5,1657.0,2.5,100
80,4,100:19311,mixed,19311,nq,2,0.25,1.0,1.0,0.0,1.0,759.25,2.0,100
80,4,100:10409,mixed,10409,nq,6,0.75,1.0,1.0,0.0,2.0,1166.0,2.0,100
80,4,100:159942,mixed,159942,hotpotqa,6,0.75,3.0,3.0,0.0,3.0,1971.75,4.0,100
80,4,100:35315,mixed,35315,nq,7,0.875,2.125,2.0,0.0,3.125,1875.875,3.125,100
80,4,100:5689,mixed,5689,nq,4,0.5,2.0,2.0,0.0,2.0,1398.5,3.0,100
80,4,101:22296,mixed,22296,nq,5,0.625,1.0,1.0,0.0,2.0,1239.875,2.0,101
80,4,101:125903,mixed,125903,hotpotqa,1,0.125,2.0,2.0,0.0,2.0,1252.25,3.0,101
80,4,101:24235,mixed,24235,nq,4,0.5,1.0,1.0,0.0,1.5,1060.5,2.0,101
80,4,102:88163,mixed,88163,hotpotqa,4,0.5,1.5,2.0,0.0,2.0,1287.0,2.5,102
80,4,103:12760,mixed,12760,nq,7,0.875,1.0,1.0,0.0,2.0,1280.25,2.0,103
80,4,103:101345,mixed,101345,hotpotqa,6,0.75,2.0,2.0,0.0,2.0,1307.5,3.0,103
80,4,104:18295,mixed,18295,nq,4,0.5,1.0,1.0,0.0,1.0,763.0,2.0,104
80,4,104:28877,mixed,28877,nq,7,0.875,1.125,1.0,0.0,1.125,845.0,2.125,104
80,4,104:95394,mixed,95394,hotpotqa,3,0.375,2.375,3.0,0.0,2.375,1536.125,3.375,104
80,4,105:150588,mixed,150588,hotpotqa,1,0.125,1.125,2.0,0.0,2.0,1286.875,2.125,105
80,4,105:132506,mixed,132506,hotpotqa,3,0.375,2.0,2.0,0.0,2.0,1307.875,3.0,105
80,4,97:142420,efficiency,142420,hotpotqa,8,1.0,1.25,1.25,1.0,1.25,900.75,2.25,97
80,4,98:112044,efficiency,112044,hotpotqa,8,1.0,1.625,1.625,1.0,1.625,1092.125,2.625,98
80,4,100:90550,efficiency,90550,hotpotqa,8,1.0,1.875,1.875,1.0,2.0,1183.875,2.875,100
80,4,104:27175,efficiency,27175,nq,8,1.0,1.25,1.25,1.0,2.0,1255.0,2.25,104
81,0,107:152173,mixed,152173,hotpotqa,6,0.75,4.75,5.0,0.0,4.75,2660.5,5.75,107
81,0,107:52503,mixed,52503,nq,7,0.875,1.0,1.0,0.0,3.0,1693.625,2.0,107
81,0,107:5568,mixed,5568,nq,1,0.125,1.0,1.0,0.0,2.0,1158.75,2.0,107
81,0,107:157014,mixed,157014,hotpotqa,3,0.375,1.0,1.0,0.0,2.0,1398.125,2.0,107
81,0,108:40012,mixed,40012,nq,7,0.875,1.0,1.0,0.0,3.0,1746.625,2.0,108
81,0,108:18156,mixed,18156,nq,7,0.875,1.125,1.0,0.0,1.125,829.625,2.125,108
81,0,109:139995,mixed,139995,hotpotqa,1,0.125,1.125,2.0,0.0,1.125,841.125,2.125,109
81,0,109:61016,mixed,61016,nq,2,0.25,3.0,3.0,0.0,3.0,1944.25,4.0,109
81,0,110:98845,mixed,98845,hotpotqa,3,0.375,1.0,1.0,0.0,1.0,854.25,2.0,110
81,0,110:212,mixed,212,nq,1,0.125,1.0,1.0,0.0,3.0,1752.25,2.0,110
81,0,110:150463,mixed,150463,hotpotqa,7,0.875,3.875,4.0,0.0,3.875,2663.5,4.875,110
81,0,110:64496,mixed,64496,nq,1,0.125,1.0,1.0,0.0,1.0,721.625,2.0,110
81,0,111:72782,mixed,72782,nq,6,0.75,2.25,2.0,0.0,2.25,1439.25,3.25,111
81,0,112:41403,mixed,41403,nq,7,0.875,1.0,1.0,0.0,1.0,676.75,2.0,112
81,0,112:38982,mixed,38982,nq,4,0.5,3.0,3.0,0.0,3.0,1803.0,4.0,112
81,0,112:44501,mixed,44501,nq,4,0.5,3.0,3.0,0.0,4.0,2122.0,4.0,112
81,0,113:59385,mixed,59385,nq,2,0.25,1.0,1.0,0.0,2.0,1347.75,2.0,113
81,0,113:15594,mixed,15594,nq,2,0.25,1.0,1.0,0.0,4.0,1997.5,2.0,113
81,0,114:50085,mixed,50085,nq,1,0.125,1.0,1.0,0.0,2.0,1365.75,2.0,114
81,0,114:29656,mixed,29656,nq,7,0.875,1.0,1.0,0.0,2.0,1263.125,2.0,114
81,0,114:154905,mixed,154905,hotpotqa,1,0.125,1.0,1.0,0.0,2.0,1279.5,2.0,114
81,0,114:119695,mixed,119695,hotpotqa,2,0.25,6.75,6.0,0.0,6.75,4149.75,7.75,114
81,0,115:1560,mixed,1560,nq,3,0.375,6.25,5.0,0.0,6.25,3458.5,7.25,115
81,0,115:100357,mixed,100357,hotpotqa,1,0.125,1.0,1.0,0.0,2.0,1245.625,2.0,115
81,0,115:71434,mixed,71434,nq,2,0.25,2.0,2.0,0.0,2.0,1281.0,3.0,115
81,0,116:156089,mixed,156089,hotpotqa,3,0.375,6.625,6.0,0.0,7.625,3496.75,7.625,116
81,0,116:79796,mixed,79796,hotpotqa,2,0.25,3.0,3.0,0.0,3.0,1885.75,4.0,116
81,0,117:169255,mixed,169255,hotpotqa,1,0.125,2.0,2.0,0.0,3.75,2334.75,3.0,117
81,0,118:146669,mixed,146669,hotpotqa,1,0.125,1.0,1.0,0.0,2.0,1302.375,2.0,118
81,0,118:163531,mixed,163531,hotpotqa,7,0.875,1.0,1.0,0.0,2.0,1301.25,2.0,118
81,0,118:11752,mixed,11752,nq,5,0.625,1.0,1.0,0.0,1.625,1075.0,2.0,118
81,0,118:1261,mixed,1261,nq,7,0.875,4.0,4.0,0.0,4.0,2650.625,5.0,118
81,1,107:152173,mixed,152173,hotpotqa,6,0.75,4.75,5.0,0.0,4.75,2660.5,5.75,107
81,1,107:52503,mixed,52503,nq,7,0.875,1.0,1.0,0.0,3.0,1693.625,2.0,107
81,1,107:5568,mixed,5568,nq,1,0.125,1.0,1.0,0.0,2.0,1158.75,2.0,107
81,1,107:157014,mixed,157014,hotpotqa,3,0.375,1.0,1.0,0.0,2.0,1398.125,2.0,107
81,1,108:40012,mixed,40012,nq,7,0.875,1.0,1.0,0.0,3.0,1746.625,2.0,108
81,1,108:18156,mixed,18156,nq,7,0.875,1.125,1.0,0.0,1.125,829.625,2.125,108
81,1,109:139995,mixed,139995,hotpotqa,1,0.125,1.125,2.0,0.0,1.125,841.125,2.125,109
81,1,109:61016,mixed,61016,nq,2,0.25,3.0,3.0,0.0,3.0,1944.25,4.0,109
81,1,110:98845,mixed,98845,hotpotqa,3,0.375,1.0,1.0,0.0,1.0,854.25,2.0,110
81,1,110:212,mixed,212,nq,1,0.125,1.0,1.0,0.0,3.0,1752.25,2.0,110
81,1,110:150463,mixed,150463,hotpotqa,7,0.875,3.875,4.0,0.0,3.875,2663.5,4.875,110
81,1,110:64496,mixed,64496,nq,1,0.125,1.0,1.0,0.0,1.0,721.625,2.0,110
81,1,111:72782,mixed,72782,nq,6,0.75,2.25,2.0,0.0,2.25,1439.25,3.25,111
81,1,112:41403,mixed,41403,nq,7,0.875,1.0,1.0,0.0,1.0,676.75,2.0,112
81,1,112:38982,mixed,38982,nq,4,0.5,3.0,3.0,0.0,3.0,1803.0,4.0,112
81,1,112:44501,mixed,44501,nq,4,0.5,3.0,3.0,0.0,4.0,2122.0,4.0,112
81,1,113:59385,mixed,59385,nq,2,0.25,1.0,1.0,0.0,2.0,1347.75,2.0,113
81,1,113:15594,mixed,15594,nq,2,0.25,1.0,1.0,0.0,4.0,1997.5,2.0,113
81,1,114:50085,mixed,50085,nq,1,0.125,1.0,1.0,0.0,2.0,1365.75,2.0,114
81,1,114:29656,mixed,29656,nq,7,0.875,1.0,1.0,0.0,2.0,1263.125,2.0,114
81,1,114:154905,mixed,154905,hotpotqa,1,0.125,1.0,1.0,0.0,2.0,1279.5,2.0,114
81,1,114:119695,mixed,119695,hotpotqa,2,0.25,6.75,6.0,0.0,6.75,4149.75,7.75,114
81,1,115:1560,mixed,1560,nq,3,0.375,6.25,5.0,0.0,6.25,3458.5,7.25,115
81,1,115:100357,mixed,100357,hotpotqa,1,0.125,1.0,1.0,0.0,2.0,1245.625,2.0,115
81,1,115:71434,mixed,71434,nq,2,0.25,2.0,2.0,0.0,2.0,1281.0,3.0,115
81,1,116:156089,mixed,156089,hotpotqa,3,0.375,6.625,6.0,0.0,7.625,3496.75,7.625,116
81,1,116:79796,mixed,79796,hotpotqa,2,0.25,3.0,3.0,0.0,3.0,1885.75,4.0,116
81,1,117:169255,mixed,169255,hotpotqa,1,0.125,2.0,2.0,0.0,3.75,2334.75,3.0,117
81,1,118:146669,mixed,146669,hotpotqa,1,0.125,1.0,1.0,0.0,2.0,1302.375,2.0,118
81,1,118:163531,mixed,163531,hotpotqa,7,0.875,1.0,1.0,0.0,2.0,1301.25,2.0,118
81,1,118:11752,mixed,11752,nq,5,0.625,1.0,1.0,0.0,1.625,1075.0,2.0,118
81,1,107:36816,efficiency,36816,nq,8,1.0,1.25,1.25,1.0,1.25,890.0,2.25,107
81,2,107:152173,mixed,152173,hotpotqa,6,0.75,4.75,5.0,0.0,4.75,2660.5,5.75,107
81,2,107:52503,mixed,52503,nq,7,0.875,1.0,1.0,0.0,3.0,1693.625,2.0,107
81,2,107:5568,mixed,5568,nq,1,0.125,1.0,1.0,0.0,2.0,1158.75,2.0,107
81,2,107:157014,mixed,157014,hotpotqa,3,0.375,1.0,1.0,0.0,2.0,1398.125,2.0,107
81,2,108:40012,mixed,40012,nq,7,0.875,1.0,1.0,0.0,3.0,1746.625,2.0,108
81,2,108:18156,mixed,18156,nq,7,0.875,1.125,1.0,0.0,1.125,829.625,2.125,108
81,2,109:139995,mixed,139995,hotpotqa,1,0.125,1.125,2.0,0.0,1.125,841.125,2.125,109
81,2,109:61016,mixed,61016,nq,2,0.25,3.0,3.0,0.0,3.0,1944.25,4.0,109
81,2,110:98845,mixed,98845,hotpotqa,3,0.375,1.0,1.0,0.0,1.0,854.25,2.0,110
81,2,110:212,mixed,212,nq,1,0.125,1.0,1.0,0.0,3.0,1752.25,2.0,110
81,2,110:150463,mixed,150463,hotpotqa,7,0.875,3.875,4.0,0.0,3.875,2663.5,4.875,110
81,2,110:64496,mixed,64496,nq,1,0.125,1.0,1.0,0.0,1.0,721.625,2.0,110
81,2,111:72782,mixed,72782,nq,6,0.75,2.25,2.0,0.0,2.25,1439.25,3.25,111
81,2,112:41403,mixed,41403,nq,7,0.875,1.0,1.0,0.0,1.0,676.75,2.0,112
81,2,112:38982,mixed,38982,nq,4,0.5,3.0,3.0,0.0,3.0,1803.0,4.0,112
81,2,112:44501,mixed,44501,nq,4,0.5,3.0,3.0,0.0,4.0,2122.0,4.0,112
81,2,113:59385,mixed,59385,nq,2,0.25,1.0,1.0,0.0,2.0,1347.75,2.0,113
81,2,113:15594,mixed,15594,nq,2,0.25,1.0,1.0,0.0,4.0,1997.5,2.0,113
81,2,114:50085,mixed,50085,nq,1,0.125,1.0,1.0,0.0,2.0,1365.75,2.0,114
81,2,114:29656,mixed,29656,nq,7,0.875,1.0,1.0,0.0,2.0,1263.125,2.0,114
81,2,114:154905,mixed,154905,hotpotqa,1,0.125,1.0,1.0,0.0,2.0,1279.5,2.0,114
81,2,114:119695,mixed,119695,hotpotqa,2,0.25,6.75,6.0,0.0,6.75,4149.75,7.75,114
