global_step,q,generation_batches_consumed,candidate_groups_seen,mixed_groups_available,efficiency_groups_available,requested_quota,actual_efficiency_groups_inserted,mixed_groups_used,mixed_groups_replaced,quota_filled,optimizer_batch_size,source_nq,source_hotpotqa,mean_k_over_8,mean_search_rounds,mean_search_queries,mean_response_tokens,efficiency_source_nq,efficiency_source_hotpotqa,replaced_mean_k_over_8,replaced_mean_search_rounds,replaced_mean_tokens,inserted_mean_cost_gap
107,2,8,1280,32,4,2,2,30,2,True,32,13,19,0.52734375,1.4609375,2.1796875,1377.34765625,1,1,0.625,1.0,1107.5,1.0
107,3,8,1280,32,4,3,3,29,3,True,32,13,19,0.53515625,1.515625,2.265625,1425.05078125,1,2,0.6666666666666666,1.7083333333333333,1391.5,1.0
107,4,8,1280,32,4,4,4,28,4,True,32,12,20,0.5625,1.51953125,2.26953125,1424.34375,1,3,0.53125,1.53125,1368.40625,1.0
108,0,8,1280,32,8,0,0,32,0,True,32,14,18,0.44140625,2.21484375,2.859375,1796.62890625,0,0,,,,
108,1,8,1280,32,8,1,1,31,1,True,32,14,18,0.46484375,2.21875,2.86328125,1807.359375,0,1,0.25,1.0,1284.5,1.0
108,2,8,1280,32,8,2,2,30,2,True,32,14,18,0.47265625,2.2109375,2.83984375,1791.01953125,0,2,0.5,1.375,1547.1875,1.0
108,3,8,1280,32,8,3,3,29,3,True,32,15,17,0.48046875,2.1171875,2.71484375,1707.6640625,1,2,0.5833333333333334,2.5,2296.5416666666665,1.0
108,4,8,1280,32,8,4,4,28,4,True,32,15,17,0.5078125,2.0390625,2.61328125,1651.80859375,1,3,0.46875,2.78125,2498.5,1.0
109,0,11,1760,32,8,0,0,32,0,True,32,12,20,0.484375,2.03125,2.71875,1746.71484375,0,0,,,,
109,1,11,1760,32,8,1,1,31,1,True,32,12,20,0.4921875,1.984375,2.703125,1735.20703125,0,1,0.75,2.75,1747.0,1.0
109,2,11,1760,32,8,2,2,30,2,True,32,12,20,0.515625,1.94921875,2.64453125,1725.7421875,0,2,0.5,2.75,1850.125,1.0
109,3,11,1760,32,8,3,3,29,3,True,32,12,20,0.51953125,1.97265625,2.66796875,1746.74609375,0,3,0.625,2.1666666666666665,1646.5416666666667,1.0
109,4,11,1760,32,8,4,4,28,4,True,32,12,20,0.546875,1.953125,2.6484375,1743.6953125,0,4,0.5,2.125,1667.34375,1.0
110,0,11,1760,32,10,0,0,32,0,True,32,17,15,0.4921875,2.18359375,2.734375,1795.9453125,0,0,,,,
110,1,11,1760,32,10,1,1,31,1,True,32,18,14,0.49609375,2.15625,2.73828125,1793.625,1,0,0.875,2.0,1300.75,1.0
110,2,11,1760,32,10,2,2,30,2,True,32,19,13,0.5078125,2.125,2.70703125,1777.1171875,2,0,0.75,2.4375,1649.5,1.0
110,3,11,1760,32,10,3,3,29,3,True,32,20,12,0.51171875,2.0859375,2.66796875,1753.18359375,3,0,0.7916666666666666,2.625,1740.9583333333333,1.0
110,4,11,1760,32,10,4,4,28,4,True,32,19,13,0.53515625,2.00390625,2.6171875,1730.3671875,3,1,0.65625,2.9375,1880.5,1.0
111,0,9,1440,32,6,0,0,32,0,True,32,13,19,0.43359375,1.828125,2.515625,1646.78125,0,0,,,,
111,1,9,1440,32,6,1,1,31,1,True,32,14,18,0.4609375,1.80078125,2.45703125,1612.45703125,1,0,0.125,2.0,1892.75,1.0
111,2,9,1440,32,6,2,2,30,2,True,32,15,17,0.4765625,1.81640625,2.44140625,1602.36328125,2,0,0.3125,2.0,1935.625,1.0
111,3,9,1440,32,6,3,3,29,3,True,32,15,17,0.50390625,1.82421875,2.421875,1598.2265625,3,0,0.25,1.6666666666666667,1675.625,1.0
111,4,9,1440,32,6,4,4,28,4,True,32,14,18,0.5234375,1.828125,2.45703125,1627.328125,3,1,0.28125,1.5,1416.5625,1.0
112,0,9,1440,32,8,0,0,32,0,True,32,16,16,0.48046875,1.73828125,2.4375,1534.0234375,0,0,,,,
112,1,9,1440,32,8,1,1,31,1,True,32,15,17,0.5078125,1.73828125,2.4375,1536.76953125,0,1,0.125,1.875,1761.75,1.0
112,2,9,1440,32,8,2,2,30,2,True,32,15,17,0.5234375,1.6640625,2.39453125,1515.29296875,0,2,0.3125,2.75,1990.0,1.0
112,3,9,1440,32,8,3,3,29,3,True,32,15,17,0.53125,1.640625,2.33984375,1498.05078125,1,2,0.4583333333333333,2.5,1850.0833333333333,1.0
112,4,9,1440,32,8,4,4,28,4,True,32,14,18,0.53515625,1.6484375,2.31640625,1488.9296875,1,3,0.5625,2.125,1690.78125,1.0
113,0,10,1600,32,9,0,0,32,0,True,32,11,21,0.51953125,2.28515625,2.9609375,1840.05078125,0,0,,,,
113,1,10,1600,32,9,1,1,31,1,True,32,12,20,0.5390625,2.3046875,2.98046875,1852.75390625,1,0,0.375,2.0,1289.5,1.0
113,2,10,1600,32,9,2,2,30,2,True,32,12,20,0.55859375,2.30078125,2.9765625,1856.1484375,1,1,0.375,2.5,1550.4375,1.0
113,3,10,1600,32,9,3,3,29,3,True,32,11,21,0.5625,2.3828125,3.02734375,1887.27734375,1,2,0.5416666666666666,2.0,1433.5,1.0
113,4,10,1600,32,9,4,4,28,4,True,32,12,20,0.58984375,2.35546875,3.0,1870.4921875,2,2,0.4375,2.15625,1506.28125,1.0
114,0,12,1920,32,12,0,0,32,0,True,32,13,19,0.48828125,1.8828125,2.390625,1541.08984375,0,0,,,,
114,1,12,1920,32,12,1,1,31,1,True,32,13,19,0.49609375,1.9609375,2.46875,1584.41796875,0,1,0.75,2.0,1347.5,1.0
114,2,12,1920,32,12,2,2,30,2,True,32,13,19,0.5234375,1.97265625,2.48828125,1606.328125,1,1,0.4375,1.9375,1345.25,1.5
114,3,12,1920,32,12,3,3,29,3,True,32,13,19,0.52734375,1.984375,2.46875,1590.37109375,1,2,0.5833333333333334,1.9166666666666667,1516.875,1.3333333333333333
114,4,12,1920,32,12,4,4,28,4,True,32,13,19,0.55078125,1.94921875,2.46484375,1588.7421875,1,3,0.5,2.125,1586.34375,1.25
115,0,13,2080,32,15,0,0,32,0,True,32,13,19,0.3984375,1.65234375,2.28515625,1528.9375,0,0,,,,
115,1,13,2080,32,15,1,1,31,1,True,32,12,20,0.42578125,1.63671875,2.26953125,1522.24609375,0,1,0.125,3.75,2728.5,2.0
115,2,13,2080,32,15,2,2,30,2,True,32,12,20,0.44921875,1.65625,2.3125,1539.53515625,0,2,0.1875,2.75,2056.875,1.5
115,3,13,2080,32,15,3,3,29,3,True,32,12,20,0.4765625,1.70703125,2.36328125,1578.04296875,0,3,0.16666666666666666,2.1666666666666665,1614.25,1.3333333333333333
115,4,13,2080,32,15,4,4,28,4,True,32,13,19,0.50390625,1.734375,2.421875,1607.94921875,1,3,0.15625,2.375,1663.75,1.25
116,0,14,2240,32,15,0,0,32,0,True,32,15,17,0.4375,1.95703125,2.7890625,1762.984375,0,0,,,,
116,1,14,2240,32,15,1,1,31,1,True,32,15,17,0.453125,1.96484375,2.796875,1768.34765625,0,1,0.5,1.5,1052.625,1.0
116,2,14,2240,32,15,2,2,30,2,True,32,15,17,0.48046875,1.9453125,2.75,1751.93359375,1,1,0.3125,2.25,1756.9375,1.0
116,3,14,2240,32,15,3,3,29,3,True,32,14,18,0.5078125,2.015625,2.8203125,1792.41015625,1,2,0.25,1.8333333333333333,1414.5,1.3333333333333333
116,4,14,2240,32,15,4,4,28,4,True,32,14,18,0.53515625,1.953125,2.7890625,1765.3828125,1,3,0.21875,2.15625,1605.4375,1.25
117,0,9,1440,32,14,0,0,32,0,True,32,15,17,0.5859375,2.16796875,2.7890625,1782.75390625,0,0,,,,
117,1,9,1440,32,14,1,1,31,1,True,32,15,17,0.58984375,2.1640625,2.75390625,1759.59375,0,1,0.875,2.0,1908.875,1.0
117,2,9,1440,32,14,2,2,30,2,True,32,14,18,0.60546875,2.171875,2.76171875,1760.6953125,0,2,0.6875,1.5,1699.3125,1.0
117,3,9,1440,32,14,3,3,29,3,True,32,14,18,0.6328125,2.0703125,2.69140625,1709.32421875,0,3,0.5,2.6666666666666665,2214.5,1.0
117,4,9,1440,32,14,4,4,28,4,True,32,14,18,0.66015625,2.02734375,2.67578125,1702.67578125,0,4,0.40625,2.71875,2165.4375,1.0
118,0,12,1920,32,10,0,0,32,0,True,32,12,20,0.55078125,2.34765625,3.00390625,1853.44140625,0,0,,,,
118,1,12,1920,32,10,1,1,31,1,True,32,13,19,0.57421875,2.3125,2.96875,1832.953125,1,0,0.25,3.0,1880.5,1.0
118,2,12,1920,32,10,2,2,30,2,True,32,13,19,0.59765625,2.27734375,2.90234375,1797.03125,2,0,0.25,3.0,2168.875,1.0
118,3,12,1920,32,10,3,3,29,3,True,32,13,19,0.6015625,2.1796875,2.8046875,1733.87890625,2,1,0.4583333333333333,3.5833333333333335,2652.9583333333335,1.0
118,4,12,1920,32,10,4,4,28,4,True,32,13,19,0.60546875,2.1953125,2.8515625,1762.21484375,3,1,0.5625,2.9375,2299.40625,1.0
119,0,8,1280,32,5,0,0,32,0,True,32,8,24,0.5703125,2.05078125,2.6640625,1696.87109375,0,0,,,,
119,1,8,1280,32,5,1,1,31,1,True,32,8,24,0.58203125,2.06640625,2.6953125,1712.70703125,0,1,0.625,1.0,1314.875,1.0
119,2,8,1280,32,5,2,2,30,2,True,32,8,24,0.5859375,2.125,2.75390625,1754.80859375,0,2,0.75,1.875,1828.0625,1.0
119,3,8,1280,32,5,3,3,29,3,True,32,8,24,0.609375,2.1328125,2.72265625,1736.4140625,0,3,0.5833333333333334,1.9166666666666667,1920.2083333333333,1.3333333333333333
119,4,8,1280,32,5,4,4,28,4,True,32,8,24,0.62109375,2.12109375,2.7109375,1728.02734375,0,4,0.59375,2.09375,1885.9375,1.25
120,0,7,1120,32,5,0,0,32,0,True,32,17,15,0.51953125,1.87890625,2.5625,1626.82421875,0,0,,,,
120,1,7,1120,32,5,1,1,31,1,True,32,16,16,0.5390625,1.87890625,2.5625,1628.45703125,0,1,0.375,1.375,1000.375,1.0
120,2,7,1120,32,5,2,2,30,2,True,32,17,15,0.5546875,1.86328125,2.578125,1639.22265625,1,1,0.4375,2.3125,1773.6875,1.5
120,3,7,1120,32,5,3,3,29,3,True,32,17,15,0.58203125,1.84375,2.546875,1613.91796875,1,2,0.3333333333333333,2.2083333333333335,1854.2916666666667,1.3333333333333333
120,4,7,1120,32,5,4,4,28,4,True,32,17,15,0.5859375,1.86328125,2.59765625,1637.54296875,2,2,0.46875,2.15625,1716.375,1.25
